valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,distance_from_0_5,provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family
76,46,30,39,0.5394736842105263,0.5434782608695652,0.6410256410256411,0.5882352941176471,0.5333333333333333,0.5894927536231883,,16,14,21,25,0.1,0.4,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,39,0.5394736842105263,0.5434782608695652,0.6410256410256411,0.5882352941176471,0.5333333333333333,0.5894927536231883,,16,14,21,25,0.09,0.41000000000000003,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,37,0.5131578947368421,0.5,0.6216216216216216,0.5542168674698795,0.5333333333333333,0.5894927536231883,,16,14,23,23,0.12,0.38,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,37,0.5131578947368421,0.5,0.6216216216216216,0.5542168674698795,0.5333333333333333,0.5894927536231883,,16,14,23,23,0.11,0.39,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.18,0.32,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.17,0.32999999999999996,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.16,0.33999999999999997,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.15,0.35,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.14,0.36,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,30,0.47368421052631576,0.391304347826087,0.6,0.47368421052631576,0.6,0.5894927536231883,,18,12,28,18,0.13,0.37,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.38,0.12,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.37,0.13,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.36,0.14,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.35,0.15000000000000002,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.34,0.15999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.33,0.16999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.32,0.18,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,19,0.5394736842105263,0.32608695652173914,0.7894736842105263,0.46153846153846156,0.8666666666666667,0.5894927536231883,,26,4,31,15,0.31,0.19,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,20,0.5263157894736842,0.32608695652173914,0.75,0.45454545454545453,0.8333333333333334,0.5894927536231883,,25,5,31,15,0.3,0.2,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,20,0.5263157894736842,0.32608695652173914,0.75,0.45454545454545453,0.8333333333333334,0.5894927536231883,,25,5,31,15,0.29,0.21000000000000002,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.28,0.21999999999999997,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.27,0.22999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.26,0.24,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.25,0.25,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.24,0.26,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.23,0.27,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.22,0.28,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.21,0.29000000000000004,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.2,0.3,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,23,0.4868421052631579,0.32608695652173914,0.6521739130434783,0.43478260869565216,0.7333333333333333,0.5894927536231883,,22,8,31,15,0.19,0.31,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.5,0.0,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.49,0.010000000000000009,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.51,0.010000000000000009,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.48,0.020000000000000018,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.52,0.020000000000000018,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.47,0.030000000000000027,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.53,0.030000000000000027,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.46,0.03999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.54,0.040000000000000036,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.45,0.04999999999999999,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.55,0.050000000000000044,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.44,0.06,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.56,0.06000000000000005,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.57,0.06999999999999995,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.43,0.07,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.58,0.07999999999999996,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.42,0.08000000000000002,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.41,0.09000000000000002,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.4,0.09999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,16,0.5263157894736842,0.2826086956521739,0.8125,0.41935483870967744,0.9,0.5894927536231883,,27,3,33,13,0.39,0.10999999999999999,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,13,0.5394736842105263,0.2608695652173913,0.9230769230769231,0.4067796610169492,0.9666666666666667,0.5894927536231883,,29,1,34,12,0.63,0.13,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,15,0.5131578947368421,0.2608695652173913,0.8,0.39344262295081966,0.9,0.5894927536231883,,27,3,34,12,0.59,0.08999999999999997,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,15,0.5131578947368421,0.2608695652173913,0.8,0.39344262295081966,0.9,0.5894927536231883,,27,3,34,12,0.6,0.09999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,15,0.5131578947368421,0.2608695652173913,0.8,0.39344262295081966,0.9,0.5894927536231883,,27,3,34,12,0.61,0.10999999999999999,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,15,0.5131578947368421,0.2608695652173913,0.8,0.39344262295081966,0.9,0.5894927536231883,,27,3,34,12,0.62,0.12,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,12,0.5263157894736842,0.2391304347826087,0.9166666666666666,0.3793103448275862,0.9666666666666667,0.5894927536231883,,29,1,35,11,0.64,0.14,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,12,0.5263157894736842,0.2391304347826087,0.9166666666666666,0.3793103448275862,0.9666666666666667,0.5894927536231883,,29,1,35,11,0.65,0.15000000000000002,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,12,0.5263157894736842,0.2391304347826087,0.9166666666666666,0.3793103448275862,0.9666666666666667,0.5894927536231883,,29,1,35,11,0.66,0.16000000000000003,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.67,0.17000000000000004,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.68,0.18000000000000005,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.69,0.18999999999999995,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.7,0.19999999999999996,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.71,0.20999999999999996,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,11,0.5131578947368421,0.21739130434782608,0.9090909090909091,0.3508771929824561,0.9666666666666667,0.5894927536231883,,29,1,36,10,0.72,0.21999999999999997,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.73,0.22999999999999998,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.74,0.24,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.75,0.25,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.76,0.26,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.77,0.27,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,8,0.5,0.17391304347826086,1.0,0.2962962962962963,1.0,0.5894927536231883,,30,0,38,8,0.78,0.28,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.79,0.29000000000000004,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.8,0.30000000000000004,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.81,0.31000000000000005,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.82,0.31999999999999995,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.83,0.32999999999999996,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,5,0.4605263157894737,0.10869565217391304,1.0,0.19607843137254902,1.0,0.5894927536231883,,30,0,41,5,0.84,0.33999999999999997,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,4,0.4473684210526316,0.08695652173913043,1.0,0.16,1.0,0.5894927536231883,,30,0,42,4,0.85,0.35,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,4,0.4473684210526316,0.08695652173913043,1.0,0.16,1.0,0.5894927536231883,,30,0,42,4,0.86,0.36,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,4,0.4473684210526316,0.08695652173913043,1.0,0.16,1.0,0.5894927536231883,,30,0,42,4,0.87,0.37,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,4,0.4473684210526316,0.08695652173913043,1.0,0.16,1.0,0.5894927536231883,,30,0,42,4,0.88,0.38,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,3,0.4342105263157895,0.06521739130434782,1.0,0.12244897959183673,1.0,0.5894927536231883,,30,0,43,3,0.89,0.39,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,3,0.4342105263157895,0.06521739130434782,1.0,0.12244897959183673,1.0,0.5894927536231883,,30,0,43,3,0.9,0.4,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,3,0.4342105263157895,0.06521739130434782,1.0,0.12244897959183673,1.0,0.5894927536231883,,30,0,43,3,0.91,0.41000000000000003,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,3,0.4342105263157895,0.06521739130434782,1.0,0.12244897959183673,1.0,0.5894927536231883,,30,0,43,3,0.92,0.42000000000000004,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
76,46,30,1,0.40789473684210525,0.021739130434782608,1.0,0.0425531914893617,1.0,0.5894927536231883,,30,0,45,1,0.93,0.43000000000000005,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold
